n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj;source
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBRETEUIL*HOUDOUARD;900001;Place Houdouard Breteuil;27112;0.918076;48.836177;2;FR*S27*EBRETEUIL*HOUDOUARDD;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PMONTREUIL*MAISONMEDI;900126;Maison médicale Montreuil l'Argillé;27414;0.480734;48.938426;2;FR*S27*EMONTREUIL*MAISONMEDIG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBOURGACHARD*MAIRIE;900098;Parking de la Mairie Bourg Achard ;27103;0.817924;49.35421;2;FR*S27*EBOURGACHARD*MAIRIEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PCONDEITON*MAIRIE;900003;Place de la mairie Condé /Iton;27166;0.96432;48.83254;2;FR*S27*ECONDEITON*MAIRIED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PSTSEBASTIEN*MAIRIE;900088;Parking Mairie St Sébastien;27602;1.087785;49.006973;2;FR*S27*ESTSEBASTIEN*MAIRIEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PSTGEORGESVIEVRE*MAIRIE;900039;Place de la Mairie St Georges du Vievre;27542;0.584992;49.243902;2;FR*S27*ESTGEORGESVIEVRE*MAIRIEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PEVREUX*JBOUIN;900087;Rue Jean Bouin Evreux;27229;1.128076;49.021025;2;FR*S27*EEVREUX*JBOUIND;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PMADELEINONANC*ECOLES;900077;Parking des Ecoles La Madeleine de Nonancourt;27438;1.19461;48.778359;2;FR*S27*EMADELEINONANC*ECOLESG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBOURTH*SALLEFETES;900112;Salle des Fêtes Passage Soeur Brard Bourth;27108;0.807758;48.7707;2;FR*S27*EBOURTH*SALLEFETESG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PGIVERNYTOURISTIQUE2;900047;Parking touristique 2eme Giverny;27285;1.530081;49.074712;2;FR*S27*EGIVERNYTOURISTIQUE2G;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBRIONNE*SFETES;900006;Salle des fêtes Brionne;27116;0.721077;49.19387;2;FR*S27*EBRIONNE*SFETESG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PAUBEVOYE*GARE;900082;Aubevoye Gare SNCF;27022;1.35278800;49.17416500;2;FR*S27*EAUBEVOYE*GARED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PGISORS*INTERMARCHE;900063;Parking Intermarché Gisors;27284;1.761226;49.276345;2;FR*S27*EGISORS*INTERMARCHEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PDOUAINS*COVOITURAGE;900053;Parking de Covoiturage Douains;27203;1.420738;49.060499;2;FR*S27*EDOUAINS*COVOITURAGEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBRETEUIL*HOUDOUARD;900001;Place Houdouard Breteuil;27112;0.918076;48.836177;2;FR*S27*EBRETEUIL*HOUDOUARDG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PEZYEURE*MAIRIE;900024;Place de la Mairie Ezy sur Eure;27230;"
1.41963";48.86551;2;FR*S27*EEZYEURE*MAIRIED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PAJOU*BARRE;900076;Rue de la Barre Ajou ;27007;0.7815060;48.978420;2;FR*S27*PAJOU*BARRED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PIGOVILLE*PARIS;900025;Rue de Paris Igoville;27348;1.156333;49.319537;2;FR*S27*PIGOVILLE*PARISD;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PVALREUIL*4SAISONS;900095;Place des Quatre Saisons Val de Reuil;27701;1.21749100 ;49.27201000;2;FR*S27*EVALREUIL*4SAISONSD;22.0;E/F-T2;Pas en service;24/24 7/7 jours;Borne hors service;1970/01/01;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBERNAY*DUBUS;900068;La gare / boulevard Dubus Bernay;27056;0.596704;49.087252;2;FR*S27*EBERNAY*DUBUSD;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PTOURNY*CENTRE;900109;Centre parking com com Tourny;27653;1.546146;49.185342;2;FR*S27*ETOURNY*CENTRED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PSTANDREEURE*ECOLE;900061;Rue des Ecoles St André de l'Eure;27507;1.273518;48.906015;2;FR*S27*ESTANDREEURE*ECOLED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PROUTOT*MAIRIE;900091;Place de la mairie Routot ;27500;0.731554;49.378795;2;FR*S27*EROUTOT*MAIRIEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PFLEURYFORET*CENTRE;900017;Centre du village Fleury la Forêt;27245;1.556744;49.419466;2;FR*S27*EFLEURYFORET*CENTRED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PPTAUDEMER*GARE;900035;Parking de la gare Pont Audemer;27467;0.513936;49.351758;2;FR*S27*EPTAUDEMER*GARED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PCORMEILLES*DEGAULLE;900004;Place du Gal de Gaulle Cormeilles ;27170;0.376949; 49.24707;2;FR*S27*ECORMEILLES*DEGAULLEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBERNAY*DUBUS;900068;La gare / boulevard Dubus Bernay;27056;0.596704;49.087252;2;FR*S27*EBERNAY*DUBUSG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PDOUAINS*MAREAJOUY;900036;CAPE 12 rue de la Mare à Jouy Douains;27203;1.419905;49.062843;2;FR*S27*EDOUAINS*MAREAJOUYD;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PTHUITSIGNOL*SUPERETTE;900100;Parking Superette Le Thuit Signol ;27635;0.939257;49.266036;2;FR*S27*ETHUITSIGNOL*SUPERETTED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PCONTEVILLE*PRESBYTERE;900028;Place du Prebytere Conteville;27169;0.397276;49.417993;2;FR*S27*ECONTEVILLE*PRESBYTERED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PANDELYS*PTANDELYS;900118;Les Andelys Piscine;27016;1.401083;49.23773;2;FR*S27*EANDELYS*PTANDELYSD;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PVAUDREUIL*PAPAVOINE;900064;Parking de Papavoine Le Vaudreuil;27528;1.20844;49.25644;2;FR*S27*EVAUDREUIL*PAPAVOINED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBEAUMESNIL*MAIRIE;900075; Place de la mairie Beaumesnil;27049;0.7046940 ;49.011757;2;FR*S27*EBEAUMESNIL*MAIRIED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBRIONNE*GARE;900008;Parking de la Gare Brionne;27116;0.712047;49.196627;2;FR*S27*EBRIONNE*GAREG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PIVRYBATAILLE*BDGARE;900058;Boulevard de la Gare Ivry la Bataille;27355;1.349180;49.157966;2;FR*S27*PIVRYBATAILLE*BDGARED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBROGLIE*POSTE;900127;Future station service- face CC Broglie;27117;0.531146;49.008319;2;FR*S27*EBROGLIE*POSTEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PEVREUX*STLOUIS;900056;Rue Saint Louis Evreux;27229;1.153063;49.026011;2;FR*S27*EEVREUX*STLOUISG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PEVREUX*REPUBLIQUE;900080;Place de la République Evreux;27229;1.157598;49.026481;2;FR*S27*EEVREUX*REPUBLIQUED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PDAMVILLE*MARKET;900007;Carrefour Market Damville;27198;1.070287;48.86549;2;FR*S27*EDAMVILLE*MARKETG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;"FR*S27*PTHUITANGER*COVOITURE
 

";900070;ZAC Parking co voiturage Le Thuit Anger;27636;0.975642;49.260914;2;FR*S27*PTHUITANGER*COVOITURED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PECOS*SALLESPORTS;900055;salle des sports Ecos;27213;1.605735;49.158001;2;FR*S27*EECOS*SALLESPORTSG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PGASNY*SALLEDESFETES;900052;Salle des Fetes Gasny;27279;1.605988;49.093379;2;FR*S27*EGASNY*SALLEDESFETESD;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PVALREUIL*STADEOWENS;900033;Stade Jessis Owens Val de Reuil;27701;1.197021;49.271924;2;FR*S27*EVALRUEIL*STADEOWENSD;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBEUZEVILLE*COQ;900029;Rue du Coq Beuzeville;27065;"
0.344569";49.34592;2;FR*S27*EBEUZEVILLE*COQD;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PBOURNEVILLE*TOURISME;900099;Parking de covoiturage Bourneville;27107;0.622742;49.390881;2;FR*S27*EBOURNEVILLE*TOURISMED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PAUBEVOYE*GARE;900082;Aubevoye Gare SNCF;27022;1.35278800;49.17416500;2;FR*S27*EAUBEVOYE*GAREG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PPTAUDEMER*THEATRE;900002;Rue Augustin Hébert - théatre Pont Audemer;27467;0.518561;49.35578;2;FR*S27*EPTAUDEMER*THEATREG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PCONCHES*LECYGNE;900107;Parking hotel le Cygne Conches;27165;0.941327;48.964562 ;2;FR*S27*ECONCHES*LECYGNED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PSTECOLOMBECOM*CENTRE;900128;centre Ste Colombe la Commanderie;27524;0.934779;49.103352;2;FR*S27*ESTECOLOMBECOM*CENTRED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PEVREUX*REPUBLIQUE;900080;Place de la République Evreux;27229;1.157598;49.026481;2;FR*S27*EEVREUX*REPUBLIQUEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PLOUVIERS*REPUBLIQUE;900022;Parking place de la République Louviers;27375;1.167038;49.213922;2;FR*S27*ELOUVIERS*REPUBLIQUEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PGRAVIGNY*MAIRIE;900081;Parking Mairie Gravigny;27299;1.162429;49.047854;2;FR*S27*EGRAVIGNY*MAIRIEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PANDELYS*NPOUSSIN;900117;Place Jacques Ibert Les Andelys;27016;1.413710;49.245858;2;FR*S27*EANDELYS*NPOUSSING;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PFLEURYAND*REPUBLIQUE;900042;Place de la République Fleury sur Andelle;27246;1.356333;49.35987;2;FR*S27*EFLEURYAND*REPUBLIQUED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PPTAUDEMER*MEDIATHE;900011;Rue de la Seule - médiathèque Pont Audemer;27467;0.515229;49.35841;2;FR*S27*EPTAUDEMER*MEDIATHED;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PMONTREUIL*MAISONMEDI;900126;Maison médicale Montreuil l'Argillé;27414;0.480734;48.938426;2;FR*S27*EMONTREUIL*MAISONMEDID;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PSTPIERREVAUVRAY*BOURG;900096;Centre Bourg Saint Pierre de Vauvray;27598;1.22331;49.231282;2;FR*S27*PSTPIERREVAUVRAY*BOURGG;22.0;E/F-T3;Pas en service;24/24 7/7 jours;Borne hors service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PEPAIGNES*MAIRIE;900023;Place Duboc Epaignes;27218;"
0.43984";49.27973;2;FR*S27*EEPAIGNES*MAIRIEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PLYONS*FOURACHAUX;900018;Rue du four à chaux Lyons la Forêt;27377;1.479175;49.399683;2;FR*S27*ELYONS*FOURACHAUXG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PGIVERNY*TOURISTIQUE1;900046;Parking touristique Giverny;27285;1.53010287;49.07475620;2;FR*S27*EGIVERNYTOURISTIQUE1G;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PSTPIERREFLEURS*INTER;900102;Parking Intermarché St Pierre des Fleurs ;27593;0.962192;49.248376;2;FR*S27*ESTPIERREFLEURS*INTERD;22.0;E/F-T2;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PLOUVIERS*CHAMPSVILLE;900021;Place du champ de ville Louviers;27375;1.16539;49.21079;2;FR*S27*ELOUVIERS*CHAMPVILLEG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
SIEGE 27;SIEGE 27;SIEGE 27;FR*S27*PDAMVILLE*SERVPUB;900019;Parking service public Damville;27198;1.080285;48.871683;2;FR*S27*EDAMVILLE*SERVPUBG;22.0;E/F-T3;payant;24/24 7/7 jours;Borne en service;2017/02/10;https://www.data.gouv.fr/fr/datasets/reseau-de-bornes-de-recharge-pour-vehicules-electriques-irve/#resource-9848f0ab-876b-4620-9439-1bb211166131
